num,feature
1320,"🤣🤣 経験 者 😂 ！ ！ ( すい ませ ん ン フッ って リアル に 声 出し まし た 😂 ) お 子 様 に でしょう か ね ？ 💦 うわぁ ぁ ぁ 痛 そう です ｶﾀ : ( ˊ ◦ ω ◦ ˋ ) : ｶﾀ お … お 疲れ 様 です 😭 ✨ 
"
31,"です です 。 ありがとう ござい ます 😢 大人 が かかる と しんどい です よ ね 、 姉 さん も 大変 でし た ね 😵 高熱 な の に 元気 すぎ て こっち が ダウン し そう です w 
"
278,"こば と んさん 、 お 疲れ 様 です 🙋 今日 も 残り 楽しみ ましょう 😁 
"
1,"✨ 🎀 こんにちはぁ ぁ 〜 🧸🎀 ✨ いつ も ‥ いつ も ‥ 💕 🐰 ラビ ラブ 💓 ツイッタ 〜 📱 を おうえん し て くれ て ホント に ありがとう ござい ます 😍🤩😍💞 ✨ 🐰 ラビラブピンク 💗 夢 
"
430,"はち われ さん ⚡ こんにちは 💀 そう な ん です 😌 昨日 を 生きれ た と し て も 、 今日 命 が ある の は 決して 当然 で は ない の です よ ね 。 だ から 毎朝 目 が 覚める こと は 非常 に 幸運 です 😆 ✨ はい ！ 午後 から も よろしく お 願 … 
"
247,"ありがとう ござい ます 😆 ✨ チャレバト 飽き ます 😬 笑 
"
405,"ありがとう ござい ます 😆 パラ イバ と は 思っ て い なかっ た の です が 、 予選 落ち も ある の か ❗ と 🤣 
"
866,"まじ で そろそろ セダン スキン 欲しい 鍵 味方 に 乞食 する の 申し訳 ない し 、 俺 だけ ミニ クーパー な の は やばい 😅 
"
1270,"島 に 植え てる やつ しか ない ん だ けど ちょっと で も お 役 に 立てれ ば ☺ ️💦 わかる 、 ちょっと 青々 と し すぎ て … 。 花 は 小さく て かわいい ん だ けど ね 😖 
"
277,"迷惑 メール か と 思っ ちゃっ た よ 😅 
"
969,"ハン を 外す の が 良い ん でしょう けど 、 自分 は キャラ 愛 を 貫き ます 😭💦 
"
1865,"立ちくらみ が 酷い の で 、 ちょっと キャッチ 行く 頻度 が 下がる か も しれ ない です … ごめん なさい 😭💦 
"
589,"ラフ プレー どころ か さわっ て も ない の に 痛い と か 言わ れ て 悲しい 😢 
"
736,"最近 荒れ てる な 😅 娘 の 笑顔 だけ が 希望 だ わー 
"
54,"モリモリ 焼き かま を 食べ た の で 、 そろそろ 作業 し ない と な 。 ほんと 間に合わ ない 〜 💦 
"
2204,"はじめ まし て ！ 私 も LINE ミュージック 無料 の です が 、 BGM は メイド カフェ に し まし た ！ 島田 と 悩み まし た … 笑 突然 の コメント 失礼 し まし た 💦 
"
980,"疲れ た … 個室 で クライアント 待っ てる 間 に Twitter 見 てる クソ 営業 は 私 です 😇 
"
1089,"ありがとう ござい ます 😆 今後 とも よろしく お 願い し ます 🐹 ⑧ 
"
26,"実際 好き な の で 嘘 で は ない の です 😋 
"
1086,"れ ー なお は よー 😙 れ ー な の デコ だ し 好き よ 😆 
"
515,"汚れ たら 雑巾 等 で 拭く と いう 感じ が 普通 でしょう ね ・ ・ ・ 😋 
"
52,"G ペン に じみ 使う の 卒業 し たい な … なん か 、 あれ 使う と 適当 に 描い て も それ っぽく 見える から 、 誤魔化し し てる よう で 前 から 気 に し て た 😫 
"
1000,"金欠 😓 手持ち 4 万 切っ た . . . 😇 
"
476,"かわいい いい いい いい いい いい い 😱 ❤ ️ 
"
226,"なるほど ね ! ! 笑 で も 、 今 書い て もらっ た やつ の タッチ も ま ぢ で お 気 に 入り ー 😍 ❤ ️ 楽しみ に し とく から よろしく お 願い し ます 🙏😍 ✨ 服装 … 。 ayu の 服 作っ て から 、 ayu しか 着 て ない 🤣 笑 着替え 全く し て ない 🤣 笑 ayu 作る 前 の 服装 探す わー ! ! 笑 
"
527,"あっ ！ その 話 は 確か むむ さん が 描く って 言っ て た 気 が し ます ！ いやぁ 私 も 好き な ん です よ その 設定 😆 ちなみ に うち の 馬 小屋 フリー 素材 な の で 👌🏻 130 頁 フル カラー の ど すけべ 本 ワクワク し ながら 待っ て ます ね 🙏🏻💓 
"
46,"遠足 の 子供 たち の 歓声 が 響く 一日 でし た 。 ファミリー パーク 内 の カラス ザンショウ に 実 が なっ て い ます 。 大人 の 目 の 高 さ に も あり ます 。 紅色 がかっ た 実 に サンショウ 同様 に 黒い 種子 が 入っ て い て 、 熟す と 自然 に 顔 を 出し ます 。 カラス が 好ん で 食べ … 
"
458,"小田 舎 に ある 母屋 を 掃除 中 🧹 お 着物 、 盆栽 、 昭和 って いう か 江戸 時代 ？ な 家具 も ある けど 、 まず は 食器 類 から 出品 😃 価値 は 全く わから ず 、 、 😵 
"
698,"yucha さん リプ 失礼 し ます 🙇 ‍♀ ️ 参加 希望 です 😳 代表 ID nanax 356 チーム 名 　 yucha さん に 魅せる 🥀 yucha さん に さん 貴重 な 1 枠 どう か こじ開け て ください 😭 ご 検討 の 方 よろしく お 願い し ます 🙇 ‍♀ ️💙 
"
274,"新曲 かっこ いい ！ テレビ の 画面 で 見 たい の に YouTube 徘徊 し て て も まだ 出 て こ ない の で 諦め て スマホ で 😱💦 
"
50,"十 万 円 の ペイ フォワード うー ちゃん ( ) に デパ コス と か を 買っ て あげ たい 😢 普段 高く て プレゼント でき ない よう な もの を 渡し て あげ たい 🥺 
"
366,"振り回さ れ て 理 不尽 に 怒ら れ て 腑 に 落ち ない の で ある 😡 
"
164,"HMV ショップ で 買っ た アルバム の 配送 日時 指定 メール き た ！ ！ ！ ！ ！ と 思っ たら 、 最も 早く て 11 月 13 日 … 😱 ええ え 嘘 やん 🤯 
"
539,"プラセンタ なんて お 金儲け で しか なく あんな もん を 脊髄 に 入れる と か どぉ 〜 か し てる ！ ！ ！ 自分 の 血液 入れ た だけ で 身体 へ の ダメージ 大きく て 3 ヶ月 丸々 寝 た きり で 3 年 も ベッド 中心 生活 な の に … あんな もん に 手 を つける 人 の 気 が 知れ ない … 😱 
"
55,"なん と この たび ｯ 、 いつ も 絡ん で くれ て いる たく ん ちゃん （ ） に 素敵 な 絵 を 書い て 頂い た よぉ ｯ 💦💦 ｴｯ 💦💦 かわい すぎる ｯ 💦🤭 あたし こんな かわいかっ た か な ｯ 💦💦😳 ♥ や 、 やっ たぁ ｯ 〜✌ しかも 、 もちゃ ちゃんと コ … 
"
182,"おい ワタル 😡 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 
"
415,"今日 も 3 Q 参加 出来 なかっ た 😭 
"
211,"だめ だ なん で こんな ポケモン やる気 で ない ん だ 😇 
"
645,"し ご おわ でーす 😃 ✌ ️ 
"
282,"美味しい もん ね 😋 
"
466,"誰 か 河田 の 券 くれ ない ？ 💦 笑 
"
926,"豚汁 つく うた 🐖💦 
"
67,"よし よし だ よ〜 💦💦😢 早く 良く なる と 良い ね 💦 
"
468,"須賀 さん 🤓 お 疲れ 様 です ヤッホー 👋😃🤓 ケーキ 🍰 美味し そう な 美しい ✨ キラキラ ✨ ケーキ 🍰 ご ちそう さま でし た ( ⌒ 0 ⌒ ) ／ ~ ~ 
"
534,"超 上 から です よ ねー っ ！ 全く 意味 不明 です 😅 今度 言わ れ たら 「 うるさい わ 、 黙れ 」 って 言っ て みよっ か な （ 笑 ） 
"
251,"と 、 吐き出し て み た は いい けど 言っ てる こと も やっ てる こと も まるで 子供 だ わ 😱💦 私 も まだまだ ね 。 上 から もの 言っ ちゃっ てる 👐🏻 いい 歳 し た 大人 な ん で 仕事 仕事 〜 ！ 
"
1346,"リヤ カー の お 芋 屋 さん は テレビ で しか 見 た 事 ない です が 、 車 で くる お 芋 屋 さん お 値段 お 高め で 😅💦 
"
157,"ナギ ｢ だ … 大丈夫 です か ? ! 💦 ( ど … どう しよう … 泣かし ちゃっ た 💦 )｣ ｱﾜｱﾜ 
"
887,"あまり 無理 し ない で ください 。 😅 
"
276,"ええ なー ♡ って 関西 弁 使え ない ー 😅 アンパンマンチョコ も 美味しい けど 恐竜 チョコ 🦖 に ハマっ て る かぁ さん で あり まする 😁 
"
174,"大好き な いも 恋 食べ たい です \(* ˊᗜˋ * ) / 本当 に おいしい です よ ね 😋 ✨ 大好き な お 菓子 です 😍 ✨ 
"
489,"アメリカ と 中国 、 喧嘩 し ない で ！ 第 三 次 世界 大戦 に なる から 。 それ より 、 共通 の 敵 に 気づい て 、 5 爺 ‼ ︎ 免疫 力 を 激減 する 5 爺 😱 
"
685,"午後 から 眠 すぎ て 眠 すぎ て 「 ファァァァァァァ ! ! 」 と 叫び たく なっ て おり ます 😱😱😱😱 
"
205,"ちがう し 😡😡😡 ちゃんと 見 て 😡😡😡😡😡😡😡😡 
"
1235,"やばい 寝 すぎ た … 日中 の 生活 リズム が 赤ちゃん みたい に なっ てる … ( ´ ； ω ； ｀ ) なおさ ね ば … ！ ！ 💦 
"
183,"( ;´'-'`) ｳﾜｧ . . . 知っ て しまっ たら 、 命 の 危険 が 😱😂 あと 1 文字 で 本名 判明 です もん ね 😅 えー (　- ᷄ ω - ᷅ ) 何 だろう 🤔 かみ じん さわ … 思い浮かぶ の は 、 これ だけ です 🥺 クレ ハ は 結構 バレ て ま … 
"
204,"大 共感 し た 😤 
"
560,"やり ましょ ー 😊 
"
172,"少 まで は あっ て ます ね 😡 
"
6,"先ほど 調べ て み まし た ー ✨ バー コード 9 枚 で 必ず もらえる みたい です ね ！ 🥰 来月 から も また 色んな お 菓子 が 出る みたい です ね ー 🌸 錆 兎 と 真菰 は 1 つ 前 の シーズン の でし た 😢 
"
206,"平日 行け ない ー 😭 土日 空い て ない か い な ？ 😢 場所 は どこ で も 行ける けど ！ 
"
1118,"封 を 開け たら ペロリ と 平らげる くらい 激ウマ でし た 😇 ← ダメ 
"
518,"猫 は 人 を 駄目 に する と 思い ます 😆😆😆😆😆 
"
697,"すみ ませ ん 🙇 ‍♀ ️💛 くん の 等身 は 交換 し て しまっ た の で 無い です 💦 
"
796,"とっても 欲しい の です が 、 普段 トップス ボトム 共 に S サイズ を 着 て いる ため 、 男性 用 サイズ だ から かなり ぶかぶか に なり そう で サイズ 難民 です 😥 どう し ましょう 😱 もう 日にち ない し … 
"
53,"生き て いる こと を 願い ます 😝 
"
334,"久し ぶり です か 😱 それ は すい ませ ん 🙇 ‍♂ ️ 団結 やっ て た の と Twitter 、 確認 は し て ます が 全部 は 見 きれ て い ない と 思い ます の で 😭 
"
474,"今日 は 在宅 だっ た から もう 仕事終わり ー 😋 頭 使い すぎ て 糖分 を 欲し てる から 、 とりあえず 昨日 コンビニ で 見つけ た お 菓子 で 糖分 摂取 しよー っと ŧ ‹” ŧ ‹”( ‘ ч ’ ) ŧ ‹” ŧ ‹” 
"
72,"くる の 😭😭😭😭😭 お 話し て ください 😭😭😭😭😭😭 
"
589,"私 も 自己 肯定 感 くっそ 低い ん で 分かり ます … 私 なんか い なく て も 世界 は 回る し 実際 そう な の で 、 さらに 自己 肯定 感 は 下がる 一方 です 😇 
"
163,"マイ スタ 見れ ない の が 辛い 😢🌊 今日 なん と か 行け そう だ から な ちゅ DAY いくよ ❗ 早目 に 帰り たい から 料理 早く 出し て ちょうだい 
"
440,"腹式 呼吸 だ と 思い ます 😊 
"
499,"えー どう しよう 、 次回 から そう する よ 😇😇😇 
"
361,"だ よ ね〜 😁 次 は こちら を ❤ ️ 
"
365,"帰っ たら アプ デ 終わっ て て くれ 〜 〜 😫 
"
53,"【 大井 3 R 】 ◉-◯- 無 単勝 🎯 馬 複 🎯 馬単 🎯 本日 の 狙い は あと 3 つ 🔥🔥🔥🔥 大井 競馬 予想 ・ 砂 短 の 狙い 😈 は ✅ note 【 拡大 版 】 で 公開 中 ✅ 無料 公開 版 は こちら … 
"
85,"よく 名前 を 間違え られる あ かみん 、 あさみ ん 、 おけ みん みんな すごい バラエティ に 富ん で い て 名前 変え ちゃおう か な と ふと 思う 😅 
"
221,"こんな に お 日 様 ポッカ ポカ な の に 1 人 だけ クソ 寒い … 。 絶対 おかしい … 。 寝る 😭 
"
110,"マジ 私 は 菩薩 じゃ ない から ！ 思う こと しばしば 😤 キレる で 、 うそ や でー 
"
1930,"申し訳 あり ませ ん 、 買取 は 考え て おり ませ ん 😭💦 
"
313,"わーい 、 ほめ られ た 😊 
"
182,"夢 敗れ て ん じゃ ねー か 💢😤 
"
331,"わぁ 🎶 届い た ね 🧡💚 額 に 入る と 尚更 可愛い ステッカー 😍 待っ た 甲斐 が あっ た ね 🌈 そして 47 通 送っ た の ？ ！ ？ ！ うめ ちゃん 、 すご すぎる 😳 見せ て くれ て ありがとう 😊 ✨ 
"
45,"そう な の です … はむ は むし て いる と 見せかけ て ， 神 を 喰らう 練習 を し て いる の か も 知れ ない の です … 😈 
"
161,"ネット ショッピング サイト 成果 堂 Open お めでとう ござい ます 🎉🎉🎉 サイト 、 美味し そう な 果物 が 沢山 😳 これ から 大勢 の お 客 様 に 美味しく 安全 な 果物 が 届き ます よう に 💫 みかん 命 、 三 食 後 に 欠かさ ず … 
"
379,"アルト に 物色 買い が 入っ て 、 まず は 、 ビット コイン を 150 万 円 で 下値 固め する 値 位置 まで 持っ て いか せ て ほしい ね ！ ☺ ️ そう なる と 、 青 天井 じゃ ん ☺ ️ アルト も 、 せめて それ ぐらい の 役割 ぐらい は 果たせよ な 😁 
"
515,"ケンカ する の も 野生 の 性 な の でしょう か ？ 😢 多分 、 少し 遠出 し て 野良 ちゃん の テリトリー に 踏み込ん だ ん だ と 思い ます 💦 
"
164,"それ は 常識 の 範疇 の 話 です ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ ‼ ️ 常識 を 作る の が 我々 ディープ ステート です 😈😈😈🤟🏻🤟🏻🤟🏻 
"
288,"玉ねぎ の 食感 が 良さ そう だ し 、 何に で も 合い そう 😋 お 仕事 お 疲れ 様 です ‼ ️ 
"
397,"やめ とく 😢 
"
4,"🚨 交換 枠 🚨 5 日 🌸 22 : 30 ｜ 24 : 00 6 日 🌸 21 : 00 ｜ 21 : 30 ｜ 22 : 30 ｜ 23 : 00 ｜ 23 : 30 📍 マネ のみ ❌ 📍 条件 なし 統一 📍 1000 ～ 📍 グループ 追加 可能 な もの 余り 次第 追加 し ます 😢 枠 少ない です 😢 
"
500,"ねぇ ！ ！ 😑💢 www 水 の 呼吸 ツッコん で よぉ ➰ 🙌🤣💦 スベっ とる や ない かー い 🥶 ❄ ️ www 
"
1211,"ドッキリ 的 な 😆😆😆😆 ありがと ー ! ! 
"
676,"その まま 、 西成 へ 。 や まき の ホルモン 旨い 。 注文 通っ て いる の か 不安 に なる 😅 
"
421,"さん メンション 失礼 し ます 🙏🏻😆💓 
"
296,"楽しい お 酒 だっ た ん です な 😁 
"
375,"そう な ん です か 😅💦 今後 4 スト スクーター クラス は 別 で あっ た 方 が 良さ そう です ね 😄 参考 に し とき ます 👍 
"
308,"可愛い です ね 😍 w 
"
560,"リンゴ 王林 が 無かっ た の で 、 シナ ノ スイート いい 香り 、 😋🍴💗 
"
190,"じゅん ﾁｬﾝ お 疲れ な の か な 😪 ストーリー ありがとう ♡ 癒さ れ た ❤ ️ ❤ ️ 志 尊 淳 
"
541,"定期 的 に スキン 取ら れる の な ん な ん です か 😱 Vbucks 戻っ て こ ない っす 🥺 一気 に 注ぎ込ん だ から いけ ない ん です か 😢 
"
694,"災難 でし た ね 💦 
"
381,"元々 フォロワー さん に 1 いい ね で も 貰え たら ラッキー ！ ぐらい の 界隈 に 生息 し て た から 今 の アカウンヨフォロワー めちゃくちゃ 拡散 し て くれる し 褒め て も くれる し で 感謝 しか ない … … … … … … … … … … 😢😢💦 いつ も ありがとう ござい ます 
"
87,"今日 は 何 の お 仕事 かしら ? ! 移動 中 ? ! 眉毛 ぴくぴく バージョン も 可愛い 👀💕 ✨ 絵 文字 は 😪 眠い の か な ? ! 志 尊 淳 Instagram ストーリー 志 尊 淳 
"
71,"恒例 行事 、 相方 の ネイル 。 全て 手書き だ そう です 😅 
"
415,"えっ … … … … … … … 今 バイト で 席 空い て なかっ た から 違う 島 に 座っ て たら 、 違う 課 の 可愛い 子 が おはよう ござい ます ☺ ️💓 って 他 に も 席 めっちゃ 空い てる の に 隣 に 座っ て き た ん だ けど 可愛 すぎ て しんどい です 、 助け て ください 😇 
"
813,"それ で 行き ます 💥💥💥😇😇😇😇😇💪🏻💪🏻💪🏻💪🏻💪🏻💪🏻 
"
388,"なつかし っ 😳 
"
158,"また いつ から 休憩 来 た の か 忘れ た 😅 
"
588,"森 ゆうこ 「 ちゃんと 答え て ください 」 皆 いか 😋 「 ちゃんと 質問 し て 下さい 」 kokkai 国会 中継 森 ゆうこ 
"
259,"namjoon : fui assaltado (\___/)  (• ㅅ • ) 　 ＿ ノ ヽ ノ ＼ __ /　`/ ⌒ Ｙ ⌒ Ｙ 　 ヽ ( 　 ( 三 ヽ 人 　 / 　 　 | … 
"
731,"絶対 に 嫌 😇 
"
229,"マネ さん ツイート 有難う ござい ます ✨ 本当 に 秋 🍁🍂 みじか の か〜 いつ だっ た ？ 感 です よ ね〜 マイ ボトル コーヒー 、 たぶん 倫 也 くん の 事 だ から 〜 こだわり コーヒー 語録 あり ます ね ❤ ️💛😍💞 
"
281,"断る に 断れ ない 空気 で 懇願 さ れ た と か で は ない でしょう か ？ 彼 押さ れる と まぁまぁ 弱い の で 😅 
"
195,"それ は 辛 すぎ 😢😢 いや PS 4 つけ て 5 分 後 と か に 画面 ごと ｼｭﾝｯ て 消える 笑 
"
2120,"あの 感覚 は 大人 で も 慣れ ない よ ね 💦 ひとまず 治療 室 へ 行っ た 息子 だ けど どう なっ た か な 😅 
"
164,"ぜひ ぜひ ～ 😍💕💕 で は 、 お 言葉 に 甘え て ぼたん ちゃん って 呼ば せ て いただく ね ！ 私 の こと も お 好き に 呼ん で ください ～ 🙌 ✨ 
"
891,"骨 の 位置 ずらす って ゴリゴリ し そう だ けど 痛く 無い ん だ ね ☺ ️ それ なら やっ て み たい か も ✨ 夜 通信 する と 何故 か 目 が 冴え て 眠れ ない 時 ある ん だ よ ねぇ 笑 朝 私 も 死ん でる 😭 お 兄 ちゃん の スクール バス 超 早い の 😅 7 時 15 分 発 だ から 死ん でる 😂 娘 の お 弁当 の 日 特に 😇 
"
987,"iPad mini 5 Gold 64 GB ☺ ️ Wi - Fi Cellular 　 手軽 な ミニ サイズ の iPad で とっ て も 持ち やすい 😆 電車 の 中 、 外出 先 の カフェ と 出先 に ピッタリ 😍 付属 品 、 本体 新品 未 使用 🌟🌟 55 , 000 円 （ 税込み ） … 
"
50,"部分 的 に 隠れ た 人 の ポーズ も 、 検出 予測 できる 技術 。 Amazon が 開発 👀📽 
"
2084,"件 の 営業 さん 「 70 人 くらい 人 が い て 💦💦 」 って いう から 「 マジ か よ そんな に いる と は 知ら んかっ た わ （ 完全 に 君 の 管理 能力 オーバー だ と 思う けど ） ごめん や で 」 言っ た ん だ けど 、 しな さん に きい たら 「 平均 100 人 ちょい は 抱え て た 」 って 言う から 、 やっ … 
"
426,"ニコル ちゃん 可愛い よ 😃😃😃😃😃😃 
"
345,"わあ 、 お めでとう ござい ます ❤ ️ ❤ ️ 最近 全然 行っ て なーい 😭 大好き な の に ‼ ️ 
"
52,"わー ！ ！ 嬉しい 言葉 ありがとう ござい ます ！ ！ 🥰 ✨ じゃあ タメ 失礼 し ます ！ こちら も タメ 歓迎 な の で 気軽 に 仲良く し て くれる と 嬉しい な 😆 psi ちゃん て 呼ん で も いい か な … ？ 
"
793,"友達 の お 誕生 日 プレゼント に きめ つ の コミックス 買おう と し た ん だ けど 甘かっ た 😆 全然 売っ て ない … 転売 屋 から は 絶対 買わ ん よオ デ は くっそ くっそ 
"
478,"お 疲れ さま です 😊 確か に ！ 言わ れ て み たら そう 見え ます ね 😊 
"
788,"今日 一緒 に JAM 活 し た JAM 友 、 museum で も プリ で も 推し の 豆 が 出 なかっ た 、 、 ライブ など 今後 全て 報わ れ ます よう に 、 、 😇 
"
587,"津久井 浜 店 も 美味しい です よ 😋 是非 行っ て み て ください ！ 私 も 今夜 は ラーメン に し ます 🍜 
"
256,"夕方 に なる と 冷え て 来る ネ 😱 アタマ 痛い し ー 😭 
"
1438,"ロケット 花火 は BB さん でし た か w 呪い 怖い わ ー 😁💦 いつ か 仕返し し ます ね 💓 
"
51,"実家 で ずーっと ベビー シューズ 編ん でる 💓💓 不 器用 なり に お 母 ちゃん 頑張る から ね ！ 😍 ✊ 🏻 写真 は 完成 形 ！ 🌟 
"
565,"夏井 スリム だ ね 😃💕 
"
546,"この クマ 欲しい けど 人気 高く て すぐ 無くなる … 😢 
"
379,"ほんと です ね 😳 仲間 です ね ← 
"
1740,"先週 こんな 感じ で 、 ねん トレ は し て ない けど 月曜 から 意識 し 始め まし た ！ 離乳 食 ( この 時 1 回 食 ) を なるべく 同じ 時間 に し たく て 💦 朝寝 は 出来 て き た けど 昼寝 は 本当 その 日 の 子 の 気分 次第 です 😭😭 夫 が いる と 夜 寝る の も … 
"
243,"マグ カップ 🐷🦌 キー ホルダー フィギュア 無事 に 受取り まし た 😆 マグ は 直径 7 ~ 8 ㎝ 、 高 さ は 10 ㎝ 位 です ね 。 キー ホルダー 、 フィギュア は 5 ㎝ 程 の 大き さ です 。 ꙳ ★ * ﾟ こはく の お 店 ꙳ ★ * ﾟ … 
"
71,"みんな で あつまり たい な ！ ！ あー 絶対 楽しい みんな が おれ を 笑 か し て くれる ね 😆 
"
1169,"環境 整っ て ない の で … 応募 し たく て も 出来 ませ ん でし た 😢 また 次回 ある の 期待 し て ます ！ ファミリー の 方 たち と いっぱい 楽しん で ください 😆 みんな の 報告 も 楽しみ に し て い ます 🎵 
"
912,"sam さん こんにちは ☀ ️ 今朝 は ビックリ し まし たぁ 😂 ギリギリセーフ 💦 父 の 病院 の ケア の 🚐 に 間に合い まし た 😊 お 騒が せ し まし た 😆 sam さん 繋がっ て くださり 感謝 し て い ます ❣ ️ ありがとう ござい ます 🙇 ‍♀ ️ … 
"
317,"ありがとう ござい ます ！ 😊 ✨ 
"
407,"加賀 棒茶 は 香り が また いい です よ ね 😊 癒さ れ ます そう な ん です よ … 近く に あれ ば 季節 もの は 一通り 味わい たい ん です が 😭 昔 は ジンジャー ブレッド ラテ が 好き だっ た ん です が 、 多分 今 は アレルギー で 飲め ない 気 が し ます …_( ゝ 「 ε :)_ 
"
192,"ゆみ さん ♡ こんにちは 😃 私 も 数 年 前 メイク に 限界 を 感じ プロ の メイク さん に し て もらう よう に なり まし た 。 若返り も いい ところ で 魔法 です ね ❣ ️ これ から も お 世話 に なり ます 😊 
"
180,"で も 乗っ て 人違 かっ た 👀 
"
403,"いい ね ありがとう ござい ます 😊 よけれ ば 繋がり ませ ん か ？ 
"
886,"傷 が 開か ない よう に バイ菌 入ら ない よう に ちゃんと 消毒 と 保護 し て ね 😅 
"
682,"美味し そう 😋 ご飯 か な ？ 丸い ん です ね 😆 ✨ 
"
1020,"出来 まし た よ ～ 👍 ❗ 教え て 下さっ て ありがとう ござい ます 🎵 セーラー 服 可愛い です よ ね 😃 これ あげ た 時 に 物凄く お 似合い で ☺ ️ ぺっ しー も 気 に 入っ て 着 て くれ て い ます 😆 
"
618,"帰る 〜 ん ！ ！ ！ ٩ ( * ˙ 0 ˙ * ) ۶ 今日 は 、 結局 、 この 時間 まで やっ て しまっ た ‥ 💦 午前 中 で 終わら せ たかっ た な ‥ 疲れ て くる と 眠く なる ‥ ( ˘ ω ˘ ) ほぼ 立ち仕事 だ から ずっと 立っ とる の しんどい な 💦 足 が 重 すぎる よ 💦 家 に … 
"
662,"沖縄 専業 主夫 　 たけ さん に 今日 お すすめ する himalaya チャンネル は ・ ・ ・ 「 ゆるゆる に 日本 で 生き て いく ラジオ 」 ！ 早速 検索 し て 聞い て み ましょう ！ お すすめ himalaya チャンネル shindanmaker … 
"
929,"すま パンダ さん ありがとう 😆💕 ✨ 
"
456,"あ ！ ドム さん こんにちは 👋😃 ダヒョン ちゃん なら 子供 も なつき そう です もん ね w 保母 さん 合っ て ます よ ね 😂😂😂 
"
333,"本当 だ 😳 ！ ギリ 映っ ちゃい まし た ね . . . 🥺 
"
457,"そー な の 😳💓 めっちゃ 近い じゃん ！ ！ 凄い うれしい ん だ けど 😆😆 
"
354,"何 買っ たら いい の か 分から ない 😭 
"
262,"私 も さっき 知っ て いそいそ と 作っ た 😝 だ から 余計 に あら が ある と … … 🥺 もっと こだわれよっ て やつ です 。 👀 の 保養 に なる よ ねー ほわ わー ー ✨(*･∀･) 運動 の ご 褒美 
"
871,"1 万 円 払う だけ で 3 万 円 分 課金 し て くれる みたい な 代行 業 者 が 横行 し てる けど 、 ああ いう の は 絶対 に 手 出さ ない よう に する ん だ ゾ ✋ 😬 盗難 さ れ た クレカ の マネー ロンダリング に 自分 の アカウント が 使わ れる こと に なる から 、 遅かれ 早かれ 被害 者 が カード 止め た 時点 で 確実 に BAN さ れる ンダ ☝ 😅 
"
193,"kuu ちゃん 無事 着い た か な ？ どっち の 部 かしら ？ 私 は 夜 の 部 です 😊 
"
1442,"はい 、 みんな オス な の で 逆 ハーレム です 🥺💓 そう な ん です よ ね … ずっと 猫 は 飼っ て た の で ある 程度 の 匂い と か は 全然 平気 な ん です けど 、 まさか ここ まで 気持ち 悪く なる 日 が くる と は 😖💦 そんな の ある ん です ね ？ ！ うち も 見 て み ます 👀 
"
205,"行動 力 の 化身 じゃん ゛ · · · · · 飲む ♡ 😇😇😇😇💥💥💥💥 
"
636,"う～ん 😭 やっぱり ね ～ 😱 
"
33,"カリム くん が 自分 の 努力 で 成果 を 得 て ジャミ ル くん に 寮長 と し て 認め られ て 褒め られ た … ハッピー スカラ ビア じゃん … 😭🙏 
"
24,"クラ ロワ の 裏 設定 公式 さん より 先 に 出し て みる シリーズ 見 て み たい の を 選ん で ね 😃 
"
234,"今日 は トレ ミニ ちゃん に 会え まし た ！ ちゃま さん 3 枚 … 
"
195,"早く ね 😆💦 ワイ は もう 少し で 抜け殻 … w 
"
352,"こんにちわ 😉 ま りん ちゃん は 、 白 に 少し 薄く 茶色 が 混じっ てる の か な コジ 🐶 は 、 今 の ところ 白い よ お 散歩 🐾 から 帰り たく ない 顔 を し て ます ( 笑 ) 虹 🌈 って 幸せ 😃💕 見 っけ って なる ん だ よ ね ☺ ️ 
"
1232,"明日 は お 弁当 日 な の に 、 お 箸 セット と お 弁当 袋 が 行方 不明 。 担任 に 確認 し たら 園 に は 無い と 💦 間違え て 持ち帰っ た か な〜 😅 
"
81,"いい ねぇ 😈 
"
338,"みき てぃ ！ ！ ありがとう 😍 Vol . 3 で 手 いっぱい だ わ ！ 笑 
"
104,"ピクミン し てる 間 暇 だ し ( ？ ) 、 呪術 廻 戦 TL で よく 見る から ちょっと 観 て みよっ て 凄い 軽い 気持ち で アニメ 4 話 まで 観 まし た 。 ド 深い 沼 でし た 。 ズブズブ です 🤗😈😈 
"
470,"𝓡 ✿ @ R _ clan _￤ R _ clan _ めぐ ぽ さん お 疲れ 様 です 🌼 今 マック 頼もう か めっちゃ 迷っ て ます 😢🍔 😾 
"
75,"みっ かちゃん 🥺 血盟 遠征 クリア お 願い 😭 
"
189,"え ？ え ？ え ？ 嬉し すぎる … tomo さん 、 ありがとう ござい ます ✨ BOMBER だ なんて 。 ライブ 版 だ なんて 。 頭 ぐるぐる 🌀😭 
"
1363,"お腹 壊し 中 😫 卵巣 嚢腫 から か 、 単に 冷え から か 分から ない です が 、 度々 トイレ へ go 💦 本当 は ⚪ 時 まで に ⚪ 件 仕事 を こなす ！ って いう の が ある の です が 、 この 調子 だっ た の で 先輩 が 「 体調 悪い 時 は お 互い 様 ❗ 間に合わ なかっ たら 代わり に 俺 が やる よ … 
"
119,"ぺ っこ ちゃん ありがとう 😆😁😄🎵 
"
